Document ID,Status,Source Text,Summary,Detected Language,Detected Language Score,Document Sentiment,Document Sentiment +/-
"Apr. 14, 2011 at 10:01 a.m. ET",PROCESSED,Major U.S. benchmarks challenge the 50-day,Major U.S. benchmarks challenge the 50-day... ,English,0.1836124,0,neutral
"Apr. 14, 2014 at 11:30 a.m. ET",PROCESSED,"Legitimate upturn, or dead-cat bounce?","Legitimate upturn, or dead-cat bounce?... ",Romanian,0.38069227,0,neutral
"Apr. 14, 2014 at 3:16 p.m. ET",PROCESSED,Retail stocks say retail news is meaningless,Retail stocks say retail news is meaningless... ,English,0.14273734,-0.620555639,negative
"Apr. 14, 2015 at 10:12 a.m. ET",PROCESSED,Morgan Stanley lowers Tesla estimates,Morgan Stanley lowers Tesla estimates... ,English,0.9998854,0,neutral
"Apr. 14, 2015 at 12:48 p.m. ET",PROCESSED,Stocks are priced for perfection in an imperfect world,Stocks are priced for perfection in an imperfect world... ,English,0.12017387,0.150000006,neutral
"Apr. 14, 2016 at 11:26 a.m. ET",PROCESSED,"Dow industrials break out, S&P 500 rattles the cage on major resistance","Dow industrials break out, S&P 500 rattles the cage on major resistance... ",English,0.17189562,-0.600000024,negative
"Apr. 14, 2017 at 2:04 p.m. ET",PROCESSED,Why Tesla’s Cars Cost 50% More in China,Why Tesla’s Cars Cost 50% More in China... ,English,0.1109991,0,neutral
"Apr. 14, 2017 at 5:12 p.m. ET",PROCESSED,Apple gets to test driverless cars in California,Apple gets to test driverless cars in California... ,English,0.11054625,0,neutral
"Apr. 14, 2017 at 7:14 a.m. ET",PROCESSED,"Tesla to unveil freight truck in September, pickup truck before 2020, Elon Musk says","Tesla to unveil freight truck in September, pickup truck before 2020, Elon Musk says... ",English,0.11307673,0,neutral
"Apr. 14, 2019 at 6:44 p.m. ET",PROCESSED,Volkswagen unveils electric SUV for China that may rival Tesla’s Model X,Volkswagen unveils electric SUV for China that may rival Tesla’s Model X... ,English,0.17044817,-0.5,negative
"Apr. 14, 2019 at 9:23 p.m. ET",PROCESSED,China’s electric-vehicle ambitions in spotlight at Shanghai auto show,China’s electric-vehicle ambitions in spotlight at Shanghai auto show... ,English,0.12887672,0.599666655,positive
"Apr. 14, 2020 at 1:08 p.m. ET",PROCESSED,"Tesla stock extends rally, up 60% in the past seven days","Tesla stock extends rally, up 60% in the past seven days... ",English,0.13411148,0.600000024,positive
"Apr. 14, 2020 at 10:19 a.m. ET",PROCESSED,One of Tesla’s Skeptics Just Upgraded the Stock. Here’s Why.,One of Tesla’s Skeptics Just Upgraded the Stock... Here’s Why... ,English,0.17174944,-0.008999974,neutral
"Apr. 14, 2020 at 12:34 p.m. ET",PROCESSED,Boeing Stock Dropped as Deliveries Fell. Why the Market Is Wrong.,Boeing Stock Dropped as Deliveries Fell... Why the Market Is Wrong... ,English,0.16950265,0,neutral
"Apr. 14, 2020 at 4:49 p.m. ET",PROCESSED,"U.S. stocks close higher as states weigh reopening economy, earnings season kicks off","U.S. stocks close higher as states weigh reopening economy, earnings season kicks off... ",English,0.21693482,0,neutral
"Apr. 14, 2020 at 5:02 a.m. ET",PROCESSED,"The new world of car-buying: Remote negotiation, home delivery and no-touch test drives","The new world of car-buying: Remote negotiation, home delivery and no-touch test drives... ",English,0.16026534,0,neutral
"Apr. 14, 2020 at 6:53 p.m. ET",PROCESSED,The S&P 500 just posted the most daily swings of 3% or greater in more than a decade—even as the stock market hits a 5-week high,The S&P 500 just posted the most daily swings of 3% or greater in more than a decade—even as the stock market hits a 5-week high... ,English,0.12804666,0,neutral
"Apr. 14, 2020 at 8:18 a.m. ET",PROCESSED,Tesla gets an upgrade at Credit Suisse as COVID-19 disruption makes it 'competitively better positioned',Tesla gets an upgrade at Credit Suisse as COVID-19 disruption makes it 'competitively better positioned'... ,English,0.20071903,0.140000001,neutral
"Apr. 14, 2020 at 8:48 a.m. ET",PROCESSED,The force that’s propelled the stock market rally will exhaust itself this week,The force that’s propelled the stock market rally will exhaust itself this week... ,English,0.19502349,0.600000024,positive
"Apr. 14, 2020 at 9:23 p.m. ET",PROCESSED,Self-driving startup Zoox settles trade-secrets lawsuit filed by Tesla,Self-driving startup Zoox settles trade-secrets lawsuit filed by Tesla... ,English,0.2794848,-0.49000001,negative
"Apr. 15, 2014 at 11:30 a.m. ET",PROCESSED,Charting the S&P 500’s dead-cat bounce,Charting the S&P 500’s dead-cat bounce... ,English,0.16605707,0,neutral
"Apr. 15, 2014 at 6:00 a.m. ET",PROCESSED,6 ways to play tech shares’ mini-bust,6 ways to play tech shares’ mini-bust... ,English,0.1296183,0,neutral
"Apr. 15, 2015 at 11:50 a.m. ET",PROCESSED,Watch SpaceX’s booster rocket almost land on drone ship,Watch SpaceX’s booster rocket almost land on drone ship... ,English,0.15644823,0,neutral
"Apr. 15, 2015 at 6:39 a.m. ET",PROCESSED,This investing style could protect you from bubbles,This investing style could protect you from bubbles... ,English,0.37795708,0,neutral
"Apr. 15, 2016 at 10:34 a.m. ET",PROCESSED,Has the S&P 500 finally reached overbought levels?,Has the S&P 500 finally reached overbought levels?... ,English,0.17678241,0,neutral
"Apr. 15, 2016 at 6:47 p.m. ET",PROCESSED,Tesla pays Elon Musk minimum wage,Tesla pays Elon Musk minimum wage... ,French,0.90096843,0,neutral
"Apr. 15, 2017 at 12:08 a.m. ET",PROCESSED,Ford Shares Are Too Cheap,Ford Shares Are Too Cheap... ,English,0.41517183,-0.300000012,negative
"Apr. 15, 2017 at 12:11 a.m. ET",PROCESSED,"Stocks Slip 1% on Week, as Geopolitical Worries Grow","Stocks Slip 1% on Week, as Geopolitical Worries Grow... ",English,0.15663816,-0.523439825,negative
"Apr. 15, 2019 at 1:22 p.m. ET","FAILED : Status_code: E0200033, Salience exception in prepareText(96): Failed to parse document",Alibaba’s Jack Ma calls the ‘996’ — China’s 72-hour workweek — a ‘huge blessing’,"Status_code: E0200033, Salience exception in prepareText(96): Failed to parse document",,,0,neutral
"Apr. 15, 2019 at 10:06 a.m. ET",PROCESSED,Stock market investors are split into bull and bear camps — taking the middle road is the way to go,Stock market investors are split into bull and bear camps — taking the middle road is the way to go... ,English,0.17476684,0.600000024,positive
"Apr. 15, 2019 at 11:37 a.m. ET",PROCESSED,"Charting a bull-flag breakout, S&P 500 (almost) tags next target","Charting a bull-flag breakout, S&P 500 (almost) tags next target... ",English,0.10058942,-0.545000017,negative
"Apr. 15, 2019 at 11:38 a.m. ET",PROCESSED,The Dow Loses 59 Points Because Earnings Are a Mixed Bag,The Dow Loses 59 Points Because Earnings Are a Mixed Bag... ,English,0.12381915,0,neutral
"Apr. 15, 2020 at 11:45 a.m. ET",PROCESSED,The stock market has been on a roller coaster for 2 months — but the S&P 500 is down only 2% over 12 months. Here are the big winners.,The stock market has been on a roller coaster for 2 months — but the S&P 500 is down only 2% over 12 months... Here are the big winners... ,English,0.15680602,0.441551745,positive
"Apr. 15, 2020 at 12:10 p.m. ET",PROCESSED,"Charting a failed technical test, S&P 500 balks at major resistance (2,855)","Charting a failed technical test, S&P 500 balks at major resistance (2,855)... ",English,0.11640928,-0.649999976,negative
"Apr. 15, 2020 at 5:58 a.m. ET",PROCESSED,Stocks Fall as Economic Data Is Worse Than Feared,Stocks Fall as Economic Data Is Worse Than Feared... ,English,0.18358633,0,neutral
"Apr. 15, 2020 at 6:02 p.m. ET",PROCESSED,Tesla to report Q1 results on April 29,Tesla to report Q1 results on April 29... ,English,0.13732536,0,neutral
"Apr. 15, 2020 at 6:21 a.m. ET",PROCESSED,"Tesla's stock surges 4.0% premarket, after rocketing 56% amid 7-day win streak through Tuesday","Tesla's stock surges 4.0% premarket, after rocketing 56% amid 7-day win streak through Tuesday... ",English,0.5438403,0.441551745,positive
"Apr. 15, 2020 at 7:39 a.m. ET",PROCESSED,Tesla stock surges after getting a buy rating at Goldman,Tesla stock surges after getting a buy rating at Goldman... ,English,0.12701094,0,neutral
"Apr. 15, 2020 at 7:39 a.m. ET",PROCESSED,"The Dow Is Set to for a Drop, Bank of America Stock Is Sliding, and UnitedHealth Is Gaining","The Dow Is Set to for a Drop, Bank of America Stock Is Sliding, and UnitedHealth Is Gaining... ",English,0.12143352,0,neutral
"Apr. 15, 2020 at 9:47 a.m. ET",PROCESSED,Tesla's stock has soared 62% over past 8 sessions,Tesla's stock has soared 62% over past 8 sessions... ,English,0.2645813,0.49000001,positive
"Apr. 15, 2020 at 9:47 a.m. ET",PROCESSED,"Tesla's stock jumps 4%, on track for 8th-straight gain","Tesla's stock jumps 4%, on track for 8th-straight gain... ",English,0.13915083,0.600000024,positive
"Apr. 15, 2020 at 9:49 a.m. ET",PROCESSED,Tesla Stock Rises Because Goldman Says Sales of Electric Cars Will Surge,Tesla Stock Rises Because Goldman Says Sales of Electric Cars Will Surge... ,English,0.23829335,0,neutral
"Apr. 16, 2008 at 6:04 p.m. ET",PROCESSED,In focus: The pendulum swings,In focus: The pendulum swings... ,English,0.124644,0,neutral
"Apr. 16, 2010 at 3:35 p.m. ET",PROCESSED,Financial-sector ETF sees more volume than SPY,Financial-sector ETF sees more volume than SPY... ,English,0.59541464,0,neutral
"Apr. 16, 2010 at 6:10 p.m. ET",PROCESSED,Goldman Sachs shares gain ground in late trades,Goldman Sachs shares gain ground in late trades... ,English,0.10808585,0.540000021,positive
"Apr. 16, 2013 at 12:09 p.m. ET",PROCESSED,Charting the market crosscurrents,Charting the market crosscurrents... ,English,0.17447859,0,neutral
"Apr. 16, 2014 at 10:59 a.m. ET",PROCESSED,Nasdaq nails the 200-day moving average,Nasdaq nails the 200-day moving average... ,English,0.18889359,0,neutral
"Apr. 16, 2018 at 11:43 a.m. ET",PROCESSED,Is Tesla the next Enron? One hedge-fund manager charts a gloomy path,Is Tesla the next Enron?... One hedge-fund manager charts a gloomy path... ,English,0.121066764,-0.49000001,negative
"Apr. 16, 2018 at 11:46 a.m. ET",PROCESSED,"S&P 500, Dow industrials approach 50-day average as lukewarm rally persists","S&P 500, Dow industrials approach 50-day average as lukewarm rally persists... ",English,0.21504278,0.720000029,positive
"Apr. 16, 2018 at 7:26 p.m. ET",PROCESSED,Tesla temporarily shuts down Model 3 production,Tesla temporarily shuts down Model 3 production... ,English,0.4218317,0,neutral
"Apr. 16, 2018 at 7:52 a.m. ET",PROCESSED,Tesla shares gain after Elon Musk rules out capital raise in snarky tweet at the Economist,Tesla shares gain after Elon Musk rules out capital raise in snarky tweet at the Economist... ,English,0.15708809,0.449999988,positive
"Apr. 16, 2018 at 9:08 a.m. ET",PROCESSED,Tesla and SpaceX: Can Elon Musk Run Both?,Tesla and SpaceX: Can Elon Musk Run Both?... ,English,0.17311688,0,neutral
"Apr. 16, 2019 at 12:37 p.m. ET",PROCESSED,"Tesla Stock Could Suffer if Buyers Wait for the Improved Model S and X Cars, Analyst Says","Tesla Stock Could Suffer if Buyers Wait for the Improved Model S and X Cars, Analyst Says... ",English,0.18010208,-0.600000024,negative
"Apr. 16, 2019 at 12:38 p.m. ET",PROCESSED,Charting the S&P 500’s slow-motion approach of record territory,Charting the S&P 500’s slow-motion approach of record territory... ,English,0.15549074,0,neutral
"Apr. 16, 2020 at 12:12 p.m. ET",PROCESSED,"Charting a bullish divergence, Nasdaq reclaims major moving averages","Charting a bullish divergence, Nasdaq reclaims major moving averages... ",English,0.092106126,0.449999988,positive
"Apr. 16, 2020 at 2:56 p.m. ET",PROCESSED,Tesla Stock Gains for the 9th Straight Day. Here’s What’s Behind Its Unstoppable Run.,Tesla Stock Gains for the 9th Straight Day... Here’s What’s Behind Its Unstoppable Run... ,English,0.18984449,0,neutral
"Apr. 16, 2020 at 6:35 a.m. ET",PROCESSED,"Tesla's stock slips 0.2% premarket, after soaring 60.6% amid 8-day win streak through Wednesday","Tesla's stock slips 0.2% premarket, after soaring 60.6% amid 8-day win streak through Wednesday... ",English,0.5438403,0.487442464,positive
"Apr. 17, 2008 at 11:34 a.m. ET",PROCESSED,Buying Brazil,,English,0.9999438,0,neutral
"Apr. 17, 2014 at 11:58 a.m. ET",PROCESSED,Charting the technical cross currents,Charting the technical cross currents... ,English,0.16747986,0,neutral
"Apr. 17, 2017 at 11:52 a.m. ET",PROCESSED,"Charting (limited) technical damage, S&P, Dow notch consecutive closes under 50-day average","Charting (limited) technical damage, S&P, Dow notch consecutive closes under 50-day average... ",English,0.3416394,-0.660853207,negative
"Apr. 17, 2017 at 5:50 p.m. ET",PROCESSED,Hazmat crew responding to chemical spill at Tesla's gigafactory: Report,Hazmat crew responding to chemical spill at Tesla's gigafactory: Report... ,English,0.17000493,0,neutral
"Apr. 17, 2017 at 7:05 p.m. ET",PROCESSED,How Well Do Stocks Hold Up In Geopolitical Crises?,How Well Do Stocks Hold Up In Geopolitical Crises?... ,English,0.14987314,0,neutral
"Apr. 17, 2017 at 9:00 a.m. ET",PROCESSED,Tesla's stock slips 0.8% in premarket trade,Tesla's stock slips 0.8% in premarket trade... ,English,0.107330516,0,neutral
"Apr. 17, 2017 at 9:51 a.m. ET",PROCESSED,Here comes your next S&P 500 buying opportunity,Here comes your next S&P 500 buying opportunity... ,English,0.43460166,0.49000001,positive
"Apr. 17, 2018 at 1:23 p.m. ET",PROCESSED,Tesla: Time to Replace Elon Musk with Alfred P. Sloan?,Tesla: Time to Replace Elon Musk with Alfred P. Sloan?... ,English,0.15311347,0,neutral
"Apr. 17, 2018 at 4:21 a.m. ET",PROCESSED,Apple cracks down on drone pilot who shoots epic Apple campus videos,Apple cracks down on drone pilot who shoots epic Apple campus videos... ,English,0.28427163,0.395000011,positive
"Apr. 17, 2018 at 4:29 p.m. ET",PROCESSED,"Stocks end at highest level in a month, as earnings drive rally","Stocks end at highest level in a month, as earnings drive rally... ",English,0.11725411,0.600000024,positive
"Apr. 17, 2018 at 7:26 a.m. ET",PROCESSED,China to ease rules on foreign auto makers after U.S. calls for level playing field,China to ease rules on foreign auto makers after U.S. calls for level playing field... ,English,0.14965025,0,neutral
"Apr. 17, 2018 at 9:29 a.m. ET",PROCESSED,This stock is flirting with a ‘massive’ flipping win in real estate,This stock is flirting with a ‘massive’ flipping win in real estate... ,English,0.10877166,0.329964876,positive
"Apr. 17, 2019 at 11:19 a.m. ET",PROCESSED,A Tesla Bull Says He Was Wrong — but He’s Still a Bull,A Tesla Bull Says He Was Wrong — but He’s Still a Bull... ,English,0.11130358,0,neutral
"Apr. 17, 2019 at 12:01 p.m. ET",PROCESSED,"S&P 500 nails next technical target, Nasdaq ventures atop the 8,000 mark","S&P 500 nails next technical target, Nasdaq ventures atop the 8,000 mark... ",English,0.17950518,0,neutral
"Apr. 17, 2020 at 10:39 a.m. ET",PROCESSED,Tesla stock vies for its longest winning streak on record,Tesla stock vies for its longest winning streak on record... ,English,0.1672844,0.545211673,positive
"Apr. 17, 2020 at 2:21 p.m. ET",PROCESSED,Tesla Rose for the 10th Straight Day. Stocks Don’t Move Like This.,Tesla Rose for the 10th Straight Day... Stocks Don’t Move Like This... ,English,0.1823602,0,neutral
"Apr. 17, 2020 at 3:33 p.m. ET",PROCESSED,Tesla-heavy ETFs ride on its coattails,Tesla-heavy ETFs ride on its coattails... ,English,0.27324745,0,neutral
"Apr. 17, 2020 at 4:22 p.m. ET",PROCESSED,"The stock market’s rebound is bullish, but a ‘too far, too fast’ danger lurks","The stock market’s rebound is bullish, but a ‘too far, too fast’ danger lurks... ",English,0.1261002,-0.817499995,negative
"Apr. 18, 2008 at 1:17 p.m. ET",PROCESSED,Five signs the stock market has bottomed,Five signs the stock market has bottomed... ,English,0.18939324,0,neutral
"Apr. 18, 2012 at 12:05 a.m. ET",PROCESSED,Leading indicators of a market top,Leading indicators of a market top... ,English,0.09817375,0.300000012,positive
"Apr. 18, 2012 at 6:44 p.m. ET",PROCESSED,In focus: No follow-through,In focus: No follow-through... ,English,0.10760654,0,neutral
"Apr. 18, 2013 at 10:17 a.m. ET",PROCESSED,In focus: Bulls on the brink,In focus: Bulls on the brink... ,English,0.12771687,0,neutral
"Apr. 18, 2016 at 2:58 p.m. ET",PROCESSED,Improving breadth suggests bull market has some breathing room,Improving breadth suggests bull market has some breathing room... ,English,0.81848216,0.49000001,positive
